area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Gas natural,"En Atos Inmobiliaria estamos emocionados de presentar este gran local en venta y arriendo ubicado en el sector noroccidente de la ciudad, cerca de centros médicos, colegios y universidades. Con su amplio espacio y excelente ubicación, este local es ideal para aquellos que buscan establecer un negocio exitoso en una ubicación privilegiada.El local cuenta con dos baterías de baños, un vestier, sala, cocina, tres espacios para oficinas y un amplio espacio que puede ser ideal para modulación. Además, este inmueble está habilitado para servicios tipo II, de acuerdo al uso de suelos asignado en la propiedad horizontal, lo que lo convierte en una excelente opción para cualquier negocio.Contáctanos para más información sobre este gran local y agenda una visita para conocerlo personalmente. Ya sea que estés buscando comprar o alquilar, este local es una excelente opción para establecer un negocio exitoso en una ubicación privilegiada. ¡No pierdas esta oportunidad única!",Venta,465 m²,4 baños,"$ 1.590.000.000
                        ",Local comercial,,Local comercial en venta en La Maria,"La Maria, Tunja, Boyacá "
,,"Hermoso local comercial en zona exclusiva de la ciudad. Se encuentra ubicado en un tercer piso aledaña a la clínica de cancerología, Universidad Santo Tomás y Centro Comercial Viva., con distintas áreas de trabajo como sala de juntas, área de puestos de trabajo, cocina, oficina privada pequeña, oficina privada grande , dos baños y sala de espera. También cuenta con terraza de 30 metros cuadrados aproximadamente. Este inmueble puede tener uso para restaurantes, cafés, pubs, coworking, locales, oficinas entre otras.",Venta,2 baños,4 habitaciones,"$ 450.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Magnífico Lote en el norte de la ciudad. Cuenta con estudio de suelos, estudio topográfico y diseño arquitectónico.",,,,"$ 330.000.000
                        ",,,Lote en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Espectacular lote con un área de 463 metros cuadrados. Cuenta con estudio de suelos, levantamiento topográfico y diseño arquitectónico.",,,,"$ 475.000.000
                        ",,,Lote en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,Lote de 520 m2 en un excelente precio.,,,,"$ 370.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Boyacá "
,,"Se vende lote con excelente ubicación, área de 144 m2, dimensión de 12 de frente x 12 de fondo, esquinero.",,,,"$ 138.000.000
                        ",,,Lote en venta en Asis Boyacense,"Asis Boyacense, Tunja, Boyacá "
,,"Atos Inmobiliaria ofrece en venta un lote de 384 m2 en el prestigioso condominio Altos de Alejandría, ubicado en uno de los sectores más exclusivos de la ciudad, con amplias zonas verdes y cercano al campus de la Universidad Santo Tomas. Además, está cerca de los centros comerciales Unicentro y Viva, y cuenta con excelentes vías de acceso. Aprovecha esta oportunidad de adquirir un terreno en una ubicación privilegiada para construir la casa de tus sueños.",,,,"$ 365.000.000
                        ",,,Lote en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,,"VENDO LOTE DE 146,5 M2 CERCA DEL CENTRO COMERCIAL VIVA TUNJA. EN LA URBANIZACIÓN UARZAZATE",,,,"$ 380.000.000
                        ",,,Lote en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta una valiosa oportunidad de inversión: la venta de un lote de 1320 m2 en una ubicación estratégica cerca de la nueva Terminal de Tunja, en el barrio San Luis. Este lote ofrece la versatilidad de ser dividido en tres opciones de tamaños: 800 m2, 400 m2 y 120 m2, todos con un precio por metro cuadrado de $1,200,000.La ubicación sobre la vía principal y en las cercanías del Batallón Bolívar proporciona un acceso conveniente y una visibilidad destacada para cualquier proyecto que desees emprender. Ya sea para desarrollo comercial, residencial u otros fines, estos lotes brindan un potencial excepcional para inversores y desarrolladores.No pierdas la oportunidad de ser parte de esta prometedora inversión en el crecimiento de Tunja. Comunícate con nosotros para obtener más detalles y aprovechar esta oferta única.",,,,"$ 1.584.000.000
                        ",,,Lote en venta en Prados de San Luis,"Prados de San Luis, Tunja, Tunja, Boyacá "
,Parqueadero,"Hermosa oficina en venta en el sector unicentro, consta de 1 baño, 1 garaje y un depósito, la oficina cuenta con una excelente iluminación y una ubicación privilegiada en uno de los centros de negocios más importantes de la ciudad.",Venta,35 m²,1 baño,"$ 180.000.000
                        ",Oficina,,Oficina en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible en arriendo y venta una moderna oficina para estrenar en el prestigioso edificio Enterprise Tower. Con un área de 90m2 y una impresionante vista al exterior, esta oficina cuenta con un parqueadero exclusivo y acceso a las instalaciones del edificio, como sala de juntas y sala de espera cercana a la oficina, vigilancia y ascensor, entre otras comodidades. Ubicada en una de las zonas de negocios más importantes de la ciudad, esta oficina es ideal para profesionales y empresas que buscan un espacio amplio, elegante y funcional para desarrollar su actividad. ¡Contáctenos para agendar una visita y conocer más sobre esta excelente oportunidad!",Venta,,90 m²,"$ 580.000.000
                        ",Oficina,,Oficina en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,,"Se vende hermosa oficina en zona centro de la ciudad de Tunja, consta de espacio libre con baño. seguridad y lobby de ingreso. Sin Ascensor.  cerca a la plaza de Bolívar y oficinas municipales.",Venta,18 m²,1 baño,"$ 70.000.000
                        ",Oficina,,Oficina en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,,"Se vende oficina en zona centro de la ciudad de Tunja, cuenta con baño y espacio libre de 22 m2. Zona cerca al centro de la ciudad.",Venta,,22 m²,"$ 150.000.000
                        ",Oficina,,Oficina en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,,"Amplia bodega, incluye construcción de vivienda y lote.",Venta,,467 m²,"$ 1.062.000.000
                        ",Lote industrial,,Lote industrial en venta en Jose Joaquín Camacho,"Jose Joaquín Camacho, Tunja, Boyacá "
,,"Vendo moderna Oficina o Consultorio, amplia, iluminada y con excelente vista. Consta de 66 mts2 y baño privado. Su ubicación es muy privilegiada.  El Edificio cuenta con ascensor.",Venta,,66 m²,"$ 296.000.000
                        ",Oficina,,Oficina en venta en Glorieta,"Glorieta, Tunja, Tunja, Boyacá "
,,"Gran bodega en sector norte, amplia con buena entrada de aire, excelente para almacenamiento o trabajo pesado, cuenta con baño privado.",Venta,240 m²,1 baño,"$ 400.000.000
                        ",Lote industrial,,Lote industrial en venta en Jose Joaquín Camacho,"Jose Joaquín Camacho, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible en arriendo una moderna oficina para estrenar en el prestigioso edificio Enterprise Tower. Con un área de 43m2, esta oficina cuenta con un parqueadero exclusivo y acceso a las instalaciones del edificio, como sala de juntas y sala de espera cercana a la oficina, vigilancia y ascensor, entre otras comodidades. Ubicada en una de las zonas de negocios más importantes de la ciudad, esta oficina es ideal para profesionales y empresas que buscan un espacio funcional y elegante para desarrollar su actividad. ¡Contáctenos para agendar una visita y conocer más sobre esta excelente oportunidad!",Venta,,43 m²,"$ 290.000.000
                        ",Oficina,,Oficina en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,,"Oficina en excelente ubicación frente al centro comercial Unicentro, consta de un área libre y un espacio de baño.",Venta,35 m²,1 baño,"$ 180.000.000
                        ",Oficina,,Oficina en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,,"Espectacular local para comidas, bar, entre otros, Consta de : zona de cocina, baños para dama y caballeros, bar y estrado.",Venta,335 m²,2 baños,"$ 1.800.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,Parqueadero,"Oficina   de  veintisiete   metros de área , garaje cubierto, vista panorámica , alarma de incendio,pisos en baldosa. recepción, planta eléctrica, parqueadero de visitantes, deposito, auditorio, .Para mayor información comunicarse con Marcela Bautista al celular 321210----",Venta,,27 m²,"$ 161.500.000
                        ",Oficina,,Oficina en venta en Jose Joaquín Camacho,"Jose Joaquín Camacho, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene en venta una oficina en el centro comercial Villa Real, con una superficie de 17.6 m2. Esta propiedad cuenta con una ubicación excepcional en el corazón de la ciudad, y está equipada con baño privado y un amplio espacio disponible para su uso.",Venta,17 m²,1 baño,"$ 120.000.000
                        ",Oficina,,Oficina en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria ofrece en venta una conveniente oficina de 17 m2, situada en el segundo piso del Edificio Andaluz. Esta oficina cuenta con un baño y está dividida mediante paneles de acrílico para proporcionar espacios funcionales. Si estás buscando un espacio adecuado para tu negocio o inversión, esta oficina podría ser la opción ideal. No dudes en contactarnos para obtener más detalles y coordinar una visita. ¡Aprovecha esta oportunidad!",Venta,17 m²,1 baño,"$ 100.000.000
                        ",Oficina,,Oficina en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria pone a la venta una casa de tres niveles en la zona norte de la ciudad, con una ubicación privilegiada cerca de centros comerciales y médicos, con excelentes vías de acceso. La casa cuenta con una superficie de 145 m2 distribuidos en tres plantas. En la primera planta se encuentra un amplio comedor, una acogedora sala, una moderna cocina integral, una cómoda zona de ropas y un garaje cubierto. En la segunda planta, hay cuatro habitaciones y tres baños, y en la tercera planta se encuentra un altillo. Todo ello con una hermosa arquitectura y acabados de alta calidad. ¡No pierdas la oportunidad de adquirir tu hogar ideal con Atos Inmobiliaria!",Venta,3 baños,4 habitaciones,"$ 415.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Tunja, Boyacá "
,Parqueadero,"Atos te presenta una oportunidad única de inversión en el norte de la ciudad. Esta casa multifamiliar consta de cuatro apartamentos, cada uno con su propio encanto. En el sótano, encontrarás dos habitaciones, sala comedor, cocina y baño. En el primer piso, hay dos unidades con dos habitaciones, sala comedor, dos baños, patio, garaje y cocina. El segundo piso alberga otra unidad con tres habitaciones, sala comedor, baño, cocina y patio. Por último, en el tercer piso, encontrarás dos habitaciones, sala comedor, baño, cocina, patio y balcón. Cada apartamento cuenta con armarios empotrados y disfruta de servicios independientes de agua, luz y gas. Esta es una excelente oportunidad para inversores o para quienes buscan una propiedad con espacio adicional para la familia extendida. ¡Contáctanos para más detalles!",Venta,5 baños,9 habitaciones,"$ 430.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Se vende hermosa casa ubicada en el sector mas exclusivo de la ciudad, distribuida así: Primer piso: Garaje cubierto doble con portón eléctrico,  sala comedor, cocina integral, baño, sala de cine. Segundo piso: Habitación con baño privado, balcón, baño de alcobas, estudio, baño auxiliar.Tercer piso: Habitación principal con baño privado, zona de ropas, jacuzzi, sauna, baño privado, hall de circulación y terraza.",Venta,4 baños,4 habitaciones,"$ 800.000.000
                        ",Casa,,Casa en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,Parqueadero,"Se vende hermoso apartamento en el norte de la ciudad de Tunja, consta de 3 habitaciones con closet, 3 baños, cocina integral, sala-comedor, zona de ropas, parqueadero doble  y bodega. adicionalmente cuenta con terraza de uso exclusivo para el apartamento. cuenta con arreas sociales como lobby, ascensor, salón social, zonas verdes, Gym y vigilancia privada las 24 horas del día. Cerca a los centros comerciales Viva y Unicentro, cerca a la universidad Santo Tomas. gran oportunidad de invertir en un inmueble nuevo y terminados modernos.",Venta,3 baños,3 habitaciones,"$ 460.000.000
                        ",Apartamento,,Apartamento en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","VENDO Apartamento Dúplex, goza de excelente iluminación, vista hermosa, entrada de sol de la tarde y se encuentra distribuido así:Primer Nivel:      Sala, Comedor, Estudio o Sala de T.V, 1 habitación con baño privado, 1 habitación auxiliar, 1 baño auxiliar, cocina integral, zona de ropas.Segundo Nivel:  Habitación Principal con Baño Privado, Vestier y una hermosa terraza cubierta.El Apartamento cuenta con Garaje Propio.El Conjunto Residencial posee parques infantiles.  Ubicado a tan solo 5 minutos del Centro Comercial Unicentro.",Venta,3 baños,3 habitaciones,"$ 250.000.000
                        ",Apartamento,,Apartamento en venta en Fuente Higuera,"Fuente Higuera, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta o arriendo un espectacular local comercial de dos niveles con una nueva área construida de 650 metros cuadrados sobre un lote de 420 metros cuadrados. El primer piso cuenta con un amplio local de aproximadamente 90 metros cuadrados con baño, cuatro oficinas, seis baños y dos salas de visitantes. Además, dispone de un mezanine con un área de 45 metros cuadrados y una espaciosa área de bodega de 340 metros cuadrados. ¡No pierda la oportunidad de adquirir este excelente espacio comercial para su negocio!",Venta,6 baños,4 habitaciones,"$ 1.300.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Magnífico lote esquinero en el norte de la ciudad.  Consta de 131.65 metros cuadrados de área, servicios y alcantarillado, cerca a Parques del Nogal. Ideal para construcción de vivienda.",,,,"$ 168.000.000
                        ",,,Lote en venta en Asis Boyacense,"Asis Boyacense, Tunja, Boyacá "
,"Parqueadero,Gas natural","¡Gran oportunidad en Altos de Alejandría! Hermosa casa en venta con diseño sofisticado y amplios espacios para el máximo confort de tu familia.En el nivel subterráneo, garaje para 4 vehículos y práctica bodega. Piso 1: Espaciosa sala con doble altura, estudio para trabajar o estudiar en casa, zona de juegos, acogedor patio trasero, lavandería, cocina integral de estilo americano, comedor y baño social.Piso 2: 5 habitaciones, 2 con baño privado. Baño social adicional. Piso 3: Habitación principal con terraza privada, amplio walking closet y lujoso baño con jacuzzi. 2 salones adicionales con excelente iluminación.Precio: $1.700.000.000. No pierdas esta oportunidad única en Altos de Alejandría. Contáctanos para más información y haz de este lugar tu nuevo hogar. ¡Te esperamos con entusiasmo!",Venta,5 baños,6 habitaciones,"$ 1.700.000.000
                        ",Casa,,Casa en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,,"Lote medianero en venta en excelente ubicación, consta de 485 m2, tiene 18 m de frente y 27 m de fondo.",,,,"$ 436.500.000
                        ",,,Lote en venta en Altagracia,"Altagracia, Tunja, Boyacá "
,,"Lote con excelente ubicación en el barrio Maldonado, consta de un área libre de 145 m2 y un uso de suelos mixto.",,,,"$ 217.000.000
                        ",,,Lote en venta en Maldonado,"Maldonado, Tunja, Boyacá "
,,"¡No pierdas la oportunidad de estrenar este hermoso apartamento! Este inmueble cuenta con excelentes acabados y una distribución muy funcional. Dispone de tres habitaciones amplias y dos baños completos, así como una sala comedor bien iluminada y una cocina integral moderna y equipada.Este apartamento también incluye una zona de ropas con instalación para lavadora, calentador a gas para mayor comodidad, estudio y piso laminado de alta calidad para una mayor durabilidad y fácil mantenimiento.Además de todo esto, este apartamento está ubicado en una zona estratégica que te brinda fácil acceso a todo lo que necesitas. ¡No dejes pasar la oportunidad de vivir en un lugar cómodo, moderno y funcional! Contáctanos hoy mismo para obtener más información y programar una visita.",Venta,2 baños,3 habitaciones,"$ 180.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Boyacá "
,Parqueadero,"En Atos Inmobiliaria estamos muy emocionados de presentar este hermoso apartamento en venta en Ciudad Hayuelos, al norte de la ciudad de Tunja. Con un área de 99 m2, este apartamento es perfecto para aquellos que buscan comodidad y funcionalidad en una de las zonas más exclusivas de la ciudad.Este apartamento consta de una amplia sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños completos, vestier, sala de TV, estudio y un hermoso balcón que te brinda una vista inigualable de la ciudad. Además, cuenta con parqueadero doble y depósito para tu comodidad y seguridad.Su ubicación cerca del Centro Comercial Viva y el colegio San Viator te brinda acceso a una amplia variedad de servicios y comodidades, como tiendas, restaurantes y transporte público.No pierdas la oportunidad de adquirir este hermoso apartamento en una de las zonas más exclusivas de la ciudad. Contáctanos para más información y agenda una visita para conocerlo personalmente.",Venta,2 baños,3 habitaciones,"$ 435.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,Parqueadero,"Descubre este hermoso apartamento en conjunto cerrado al norte de la ciudad. Cuenta con sala comedor y balcón, cocina integral con zona de ropas, 3 habitaciones con closet, 2 baños y parqueadero. El edificio ofrece ascensor, portería, vigilancia, parque infantil, gimnasio, salón social, piscina y zona de deportes. ¡Vive cómodamente en este entorno seguro y lleno de comodidades! Contáctanos para más información.",Venta,2 baños,3 habitaciones,"$ 278.000.000
                        ",Apartamento,,Apartamento en venta en Santa Catalina,"Santa Catalina, Tunja, Tunja, Boyacá "
,Parqueadero,"Moderno apartamento con excelentes acabados ubicado en la zona más exclusiva de Tunja, a pocos pasos del Unicentro de esta ciudad. El apartamento cuenta con amplia zona social con gran balcón, baño social. Zona de comedor con otro balcón y cocina abierta con muy buen espacio, zona de lavandería independiente. Tres habitaciones cada una con su baño y la principal con amplio Walking Closet y balcón. El edificio cuenta con piscina, gimnasio, salón comunal y zona BBQ.",Venta,4 baños,3 habitaciones,"$ 752.512.500
                        ",Apartamento,,Apartamento en venta en Remansos de Santa Ines,"Remansos de Santa Ines, Tunja, Tunja, Boyacá "
,,"Atos te presenta esta oportunidad única de compra. Se trata de un moderno apartamento en el décimo piso, con unas vistas espectaculares. El área de sala y comedor cuenta con pisos de madera laminada, lo que le da un toque elegante y cálido al espacio. La cocina integral, con su práctica barra americana, es ideal para preparar deliciosas comidas y socializar mientras cocinas. Además, se ha equipado con una zona de ropas que incluye calentador y lavadero, lo que facilita las tareas diarias. En cuanto a la zona de descanso, este apartamento dispone de tres habitaciones, todas con amplios armarios empotrados. Los dos baños cuentan con divisiones, muebles y calentador, lo que añade comodidad. También hay un estudio completamente amueblado, lo que te brinda un espacio perfecto para trabajar o estudiar desde casa. Además, este apartamento cuenta con servicios de agua, luz y gas, y el edificio ofrece servicios de portería, vigilancia y ascensor.",Venta,2 baños,3 habitaciones,"$ 175.000.000
                        ",Apartamento,,Apartamento en venta en Patriotras,"Patriotras, Tunja, Tunja, Boyacá "
,,"Se vende lote con área de 384.70 M2, con acceso a uno de los sectores  con mayor rentabilidad de la ciudad. Excelentes vías de acceso",,,,"$ 340.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Se vende hermoso lote ubicado en conjunto cerrado con planos listo para construcción de vivienda, zona residencial, conjunto nuevo y cerca de universidades, colegios, centros comerciales. se vende con planos o sin planos.",,,,"$ 160.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"En venta: lote de 94.5 m2 en el exclusivo barrio José de las Flores. ¡Ubicación privilegiada frente al campus de la Universidad Santo Tomas! Este lote se encuentra a solo unos pasos de los centros comerciales Unicentro y Viva Tunja, brindándote acceso a una amplia gama de servicios y entretenimiento. Con todo lo que necesitas para construir la casa de tus sueños, este terreno te ofrece la libertad de diseñar y crear un hogar a tu medida. ¡Imagina las posibilidades! ¡No dejes pasar esta oportunidad de inversión! Ponte en contacto con nosotros y convierte tus sueños en realidad.",,,,"$ 185.000.000
                        ",,,Lote en venta en La Esmeralda,"La Esmeralda, Tunja, Boyacá "
,,"Se vende lote con área de 1.600 m2  con muy buena ubicación frente al barrio fuente higueras, en seguida  de la parroquia Maria auxiliadora. espectacular para proyecto de vivienda.",,,,"$ 1.440.000.000
                        ",,,Lote en venta en El Dorado,"El Dorado, Tunja, Tunja, Boyacá "
13,"Parqueadero,Cocina integral,Agua,Balcón,Gas natural","Hermoso apartamento en un treceavo piso de 77 metros, consta de sala, comedor, cocina abierta, zona de lavandería independiente, tres alcobas, dos baños, garaje y deposito.
El conjunto es CLUB HOUSE.
El conjunto esta cerca a Unicentro y a la policía.",4,2 baños,3 habitaciones,"$ 195.000.000
                        ",Apartamento,Venta,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"Se vende local con excelente ubicación, cerca al colegio el rosario por la carrera 9. Consta de 42 M2 con un baño, sala de juntas y deposito.",Venta,42 m²,1 baño,"$ 200.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Tunja, Boyacá "
,,"¡Gran oportunidad de inversión! Tenemos disponible para la venta un amplio lote en el norte de la ciudad, con un área de 18860 m2. Este lote se encuentra ubicado estratégicamente sobre una de las vías principales, lo que le otorga una excelente visibilidad y accesibilidad.El lote cuenta con usos permitidos para comercio, industria y dotacional, lo que brinda una amplia gama de posibilidades para desarrollar proyectos en este espacio. Se pueden construir tanto bodegas comerciales e industriales, como también iglesias, colegios, IPS, centros comerciales y otros establecimientos.Esta versatilidad de usos hace que el lote sea una opción atractiva tanto para inversores comerciales como para aquellos que buscan establecer instituciones educativas, de salud o de entretenimiento.Si estás buscando una oportunidad de inversión versátil en un lote con amplio potencial, no dudes en contactarnos para obtener más información y detalles sobre la venta de este lote en el norte de la ciudad.",,,,"$ 5.000.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Se vende un local en el Centro Comercial Boulevar Shopping, con un área de 37.8 metros cuadrados y ubicado en un piso estratégico. Este local es fácil de arrendar y puede generar una excelente renta. No pierda la oportunidad de invertir en un negocio rentable y en una ubicación privilegiada. ¡Contáctenos ahora!",Venta,,37 m²,"$ 310.000.000
                        ",Local comercial,,Local comercial en venta en La Pradera,"La Pradera, Tunja, Tunja, Boyacá "
,,"Vendo Lote ubicado en Conjunto Cerrado, cuenta con unas dimensiones de 7 metros de frente x 13 metros de fondo.  Excelente zona de valorización, ubicado muy cerca a los mejores centros comerciales de la Ciudad de Tunja.  Cuenta con diseños y licencia de construcción vigente.  Uso de suelos:  Vivienda de 2 niveles + Altillo. Excelentes vías de acceso.",,,,"$ 135.000.000
                        ",,,Lote en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta una valiosa oportunidad de inversión: la venta de un lote de 1320 m2 en una ubicación estratégica cerca de la nueva Terminal de Tunja, en el barrio San Luis. Este lote ofrece la versatilidad de ser dividido en tres opciones de tamaños: 800 m2, 400 m2 y 120 m2, todos con un precio por metro cuadrado de $1,200,000.La ubicación sobre la vía principal y en las cercanías del Batallón Bolívar proporciona un acceso conveniente y una visibilidad destacada para cualquier proyecto que desees emprender. Ya sea para desarrollo comercial, residencial u otros fines, estos lotes brindan un potencial excepcional para inversores y desarrolladores.No pierdas la oportunidad de ser parte de esta prometedora inversión en el crecimiento de Tunja. Comunícate con nosotros para obtener más detalles y aprovechar esta oferta única.",,,,"$ 480.000.000
                        ",,,Lote en venta en Prados de San Luis,"Prados de San Luis, Tunja, Tunja, Boyacá "
,Vista panorámica,"Se vende excelente lote cerca a universidades, centros comerciales y conjuntos residenciales los usos permitidos son para vivienda, comercial, servicios, industrial, equipamientos colectivos.",Venta,,3.683 m²,"$ 4.200.000.000
                        ",Lote,2021,Lote en venta en Tunja,"Tunja, Boyacá "
,,"Atos Inmobiliaria presenta una increíble oportunidad de inversión: la venta de un amplio y atractivo lote en el codiciado Barrio Palos Verdes, ubicado al norte de la ciudad. Con un generoso terreno de 2346 metros cuadrados, este lote ofrece un mundo de posibilidades para llevar a cabo tu proyecto deseado.Ubicado en una zona estratégica, este terreno tiene el potencial para convertirse en el espacio ideal para tus sueños. Ya sea para desarrollar una residencia personalizada o un proyecto comercial, la amplitud de este lote brinda el espacio necesario para hacer realidad tus metas.No dejes pasar esta oportunidad de adquirir un lote en una ubicación privilegiada. Ponte en contacto con nosotros para obtener más información y descubrir cómo este lote en el Barrio Palos Verdes puede ser el punto de partida para tus aspiraciones. ¡Esperamos ayudarte a convertir tus ideas en realidad!",,,,"$ 2.815.200.000
                        ",,,Lote en venta en Palos Verdes,"Palos Verdes, Tunja, Tunja, Boyacá "
,"Vista panorámica,Gas natural","Inmobiliaria Portal Horizontes ofrece: lote esquinero de uso mixto: residencial y comercial. Área : 90 M2  de frente 7.5 x 12 de fondo.

Ubicado muy cerca al centro comercial Unicentro, al campus de la Universidad Santo Tomas, centro comercial Bulevar en Tunja Boyacá.

A su alrededor encuetra clinicas, droguerias, supermercados, colegios, excelentres vias de acceso.

Pueden construir vivienda bifamiliar ( dos pisos + altillo).",,,,"$ 190.000.000
                        ",,,Lote en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,,"Local comercial en el centro de la ciudad de Tunja, cuenta con dos divisiones y baño privado, esta ubicado en una muy buena posición en el marco histórico de la ciudad, espacios amplios y vías de acceso peatonales.",Venta,229 m²,1 baño,"$ 1.200.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,Parqueadero,"Hermoso apartamento en una de las mejores propiedades de la ciudad cuenta con amplios espacios en su interior, tres habitaciones, dos baños, cocina integral y salacomedor aparte de las prestaciones que ofrece el conjunto, piscina, gimnasio, etc.",Venta,2 baños,3 habitaciones,"$ 320.000.000
                        ",Apartamento,,Apartamento en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene en venta un magnífico consultorio en una zona exclusiva de la ciudad. Este cuenta con una amplia área de 15 metros cuadrados, que lo hace espacioso e iluminado, ideal para cualquier tipo de uso comercial debido a su excelente ubicación y amplitud. Además, el consultorio cuenta con dos parqueaderos exclusivos para mayor comodidad. ¡No pierda la oportunidad de adquirir este espectacular espacio para su negocio!",Venta,,15 m²,"$ 130.000.000
                        ",Local comercial,,Local comercial en venta en Las Quintas,"Las Quintas, Tunja, Boyacá "
,Parqueadero,"Mirador del Country Tunja
Apartamentos de 2 y 3 habitaciones 
Piscina, turco, parque infantil, gimnasio  y zonas deportivas
Conjunto cerrado
Vigilancia 24/7

Informes  313 (852 - 91 - 09)",,,,"Consultar
                        ",,,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria te presenta una oportunidad única en el norte de la ciudad: un exclusivo lote en Portal de Canapro con un área de 87 m2. Este lote es perfecto para construir la vivienda que siempre has soñado. Su ubicación privilegiada y sus dimensiones ideales lo convierten en el lienzo perfecto para plasmar tus planes de hogar. Si estás listo para dar vida a tus sueños de vivienda, no dudes en contactarnos para más información sobre este emocionante lote en venta. ¡Estamos aquí para ayudarte a convertir tu visión en realidad!",,,,"$ 145.000.000
                        ",,,Lote en venta en Canapro,"Canapro, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene disponible un edificio en venta, el cual es apto para uso comercial o institucional. Este edificio fue construido hace 6 años, cuenta con una superficie de 440 m² y tiene tres pisos. Además, está ubicado en una excelente zona cercana a Las Nieves, lo que lo hace una gran oportunidad para aquellos interesados en adquirir una propiedad estratégicamente ubicada.Si estás buscando un edificio para tu negocio o institución, este puede ser el lugar ideal para ti. Contáctanos para obtener más información o para programar una visita al inmueble. ¡Estamos a tu disposición!",Venta,,440 m²,"$ 2.200.000.000
                        ",Local comercial,,Local comercial en venta en Las Nieves,"Las Nieves, Tunja, Tunja, Boyacá "
,,"Magnifico local en excelente ubicación central. Consta de 1 baño con área espaciosa, zona de esterilización, poceta para lavado de traperos. el local cuenta con la posibilidad de venta con adecuación a consultorio odontológico por un valor de $240000000 totalmente equipado.",Venta,28 m²,1 baño,"$ 200.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Tenemos una excelente oportunidad para ti: Atos Inmobiliaria pone a la venta un amplio lote de 80.50 m2 en el exclusivo sector de Remansos de la Sabana. Este lote cuenta con 7.5 m2 de frente por 11 m2 de ancho y está ubicado en una zona tranquila de la ciudad, cercana al campus de la Universidad Santo Tomas y a los reconocidos centros comerciales Viva y Unicentro. ¡Aprovecha esta oportunidad para invertir en una de las zonas más prestigiosas de la ciudad! Contáctanos para más información.",,,,"$ 160.000.000
                        ",,,Lote en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
